time,lat,lon,elevation,horz_distance,vert_speed_mph,horz_speed_mph,vert_speed_km,horz_speed_km,dive_angle
711.6,56.1832384,9.0441956,6.19750656165499,72545.17800033225,0.06710808,0.11184680000000001,0.108,0.18000000000000002,30.96375653207352
711.8,56.1832383,9.0441956,6.082677165329983,72545.21453089526,-0.15658552,0.11184680000000001,-0.25200000000000006,0.18000000000000002,-54.46232220802562
712.0,56.1832382,9.0441956,6.049868766379973,72545.25106145827,-0.02236936,0.0500194095731647,-0.036000000000000004,0.08049844718999243,-24.094842552110702
712.2,56.1832381,9.0441956,5.882545931734995,72545.2875920236,-0.11184680000000001,0.11184680000000001,-0.18000000000000002,0.18000000000000002,-45.0
712.4,56.183238,9.0441955,5.692257217824988,72545.32941959146,0.04473872,0.08065387447931315,0.07200000000000001,0.1297998459167036,29.017140624601524
712.6,56.1832379,9.0441955,5.603674540659995,72545.36595015448,-0.04473872,0.1500582287194941,-0.07200000000000001,0.24149534156997732,-16.601549599020238
712.8,56.1832379,9.0441956,5.45931758527999,72545.38632326561,-0.15658552,0.18446246811493336,-0.25200000000000006,0.2968636050444716,-40.327084344329734
713.0,56.1832378,9.0441956,5.360892388429988,72545.42285382631,-0.02236936,0.03163505229360622,-0.036000000000000004,0.05091168824543142,-35.264389682754654
713.2,56.1832378,9.0441955,5.206692913364975,72545.44322693751,-0.06710808,0.13043466207847668,-0.108,0.20991426821443082,-27.22562799856395
713.4,56.1832377,9.0441954,5.154199475044976,72545.48505451171,-0.08947744,0.12046269023012231,-0.14400000000000002,0.1938659330568422,-36.60427644270565
713.6,56.1832377,9.0441952,5.0229658792449925,72545.5258007342,-0.08947744,0.09223123405746668,-0.14400000000000002,0.1484318025222358,-44.131749212031046
713.8,56.1832377,9.0441952,4.878608923864988,72545.5258007342,-0.11184680000000001,0.11184680000000001,-0.18000000000000002,0.18000000000000002,-45.0
714.0,56.1832376,9.0441953,4.770341207330006,72545.5676283032,0.0,0.1613077489586263,0.0,0.2595996918334072,0.0
714.2,56.1832375,9.0441953,4.675196850374988,72545.60415886853,-0.04473872,0.07073812740026414,-0.07200000000000001,0.11384199576606165,-32.31153323742385
714.4,56.1832374,9.0441955,4.501312335939986,72545.65888305249,0.02236936,0.3179283408183976,0.036000000000000004,0.5116561345278682,4.024684330450142
714.6,56.1832372,9.0441957,4.294619422555002,72545.7425381957,0.13421616,0.20623530900118922,0.216,0.33190360046254397,33.05573115085401
714.8,56.183237,9.0441959,4.183070866124979,72545.8261933392,0.0,0.37230034905471043,0.0,0.5991594111753566,0.0
715.0,56.1832368,9.044196,4.015748031479973,72545.90204181628,0.20132424,0.12654020917442488,0.324,0.2036467529817257,57.84902186626262
715.2,56.1832368,9.044196,3.841863517044999,72545.90204181628,0.17895488,0.09223123405746668,0.28800000000000003,0.1484318025222358,62.73395554926718
715.4,56.1832367,9.0441959,3.7237532808249796,72545.94386938855,-0.02236936,0.08947744,-0.036000000000000004,0.14400000000000002,-14.036243467926479
715.6,56.1832367,9.0441958,3.526902887124976,72545.96424250033,0.17895488,0.0500194095731647,0.28800000000000003,0.08049844718999243,74.38387059497546
715.8,56.1832366,9.0441959,3.35958005247997,72546.00607007058,0.06710808,0.12654020917442488,0.108,0.2036467529817257,27.93835272960235
716.0,56.1832365,9.0441958,3.1758530183599873,72546.04789764289,0.15658552,0.20256317009364558,0.25200000000000006,0.32599386497294697,37.7047649663263
716.2,56.1832364,9.0441958,2.9724409448699873,72546.08442820473,0.13421616,0.21221438220079242,0.216,0.34152598729818495,32.31153323742385
716.4,56.1832365,9.0441958,2.893700787390003,72546.12095876658,0.15658552,0.2500970478658235,0.25200000000000006,0.40249223594996214,32.05064263526879
716.6,56.1832365,9.0441958,2.7296587926400093,72546.12095876658,0.17895488,0.04473872,0.28800000000000003,0.07200000000000001,75.96375653207353
716.8,56.1832364,9.0441957,2.5721784776799836,72546.16278633707,0.08947744,0.03163505229360622,0.14400000000000002,0.05091168824543142,70.52877936550931
717.0,56.1832364,9.0441956,2.4179790026149703,72546.183159449,0.08947744,0.0,0.14400000000000002,0.0,0.0
717.2,56.1832363,9.0441956,2.329396325449977,72546.21969001317,0.08947744,0.12046269023012231,0.14400000000000002,0.1938659330568422,36.60427644270565
717.4,56.1832364,9.0441955,2.1850393700699726,72546.26151758553,0.17895488,0.16285139895287606,0.28800000000000003,0.2620839560140987,47.69737512151878
717.6,56.1832362,9.0441959,1.9488188976299625,72546.37096596116,0.3355404,0.6105647048209976,0.54,0.9826087726048449,28.791324016722992
717.8,56.1832359,9.0441964,1.745406824139991,72546.52058859197,-0.02236936,0.26936276410705323,-0.036000000000000004,0.4334974048365226,-4.7472622548526
718.0,56.1832355,9.0441964,1.6371391076049804,72546.66671083703,0.29080168,0.4745257844040932,0.468,0.7636753236814713,31.501045034844353
718.2,56.1832352,9.0441959,1.5813648293899973,72546.81633346656,-0.17895488,0.4926340522158979,-0.28800000000000003,0.7928177596396286,-19.964123762320796
718.4,56.183235,9.0441954,1.5846456692849813,72546.94169103802,0.0,0.3668847826931262,0.0,0.5904439008068422,0.0
718.6,56.1832348,9.044195,1.5649606299149923,72547.05113941741,-0.04473872,0.24707765692342804,-0.07200000000000001,0.3976329966187414,-10.26342789199355
718.8,56.1832346,9.0441946,1.5124671915949932,72547.16058779712,0.04473872,0.32028049378001155,0.07200000000000001,0.5154415582779488,7.951967926347943
719.0,56.1832344,9.0441943,1.4927821522250042,72547.25584272592,-0.17895488,0.20623530900118922,-0.28800000000000003,0.33190360046254397,-40.94888983446224
719.2,56.1832344,9.0441939,1.4402887139050051,72547.33733517826,-0.02236936,0.3494205733804786,-0.036000000000000004,0.5623379766652792,-3.662987796632054
719.4,56.1832343,9.0441935,1.4501312335899854,72547.42664084348,-0.08947744,0.2730528369283689,-0.14400000000000002,0.4394360021664133,-18.14359579304395
719.6,56.1832342,9.0441933,1.3385826771599625,72547.48136503305,0.13421616,0.14323379119186086,0.216,0.23051247254758256,43.13843761967107
719.8,56.183234,9.044193,1.2992125984199845,72547.5766199638,0.06710808,0.2730528369283689,0.108,0.4394360021664133,13.807889908837263
720.0,56.1832338,9.0441926,1.2303149606250088,72547.68606834555,-0.06710808,0.23778955853755396,-0.108,0.3826852492584474,-15.759929289941796
720.2,56.1832335,9.0441923,1.204068241464995,72547.81155106082,0.02236936,0.20623530900118922,0.036000000000000004,0.33190360046254397,6.190399458571858
720.4,56.1832333,9.0441922,1.1220472440899982,72547.88739953848,0.0,0.1000388191463294,0.0,0.16099689437998485,0.0
720.6,56.1832332,9.044192,1.0597112860849904,72547.94212372779,-0.15658552,0.15817526146803113,-0.25200000000000006,0.25455844122715715,-44.710622455169606
720.8,56.1832331,9.0441917,1.0301837270299927,72548.01332805233,-0.06710808,0.17895488,-0.108,0.28800000000000003,-20.556045219583464
721.0,56.183233,9.0441915,0.9153543307049858,72548.06805224362,-0.04473872,0.06327010458721244,-0.07200000000000001,0.10182337649086284,-35.264389682754654
721.2,56.1832329,9.0441914,0.7709973753249812,72548.10987981786,0.02236936,0.1000388191463294,0.036000000000000004,0.16099689437998485,12.604382648379183
721.4,56.1832328,9.0441912,0.5511811023600046,72548.16460400775,-0.08947744,0.07073812740026414,-0.14400000000000002,0.11384199576606165,-51.67118189854412
